"","respondent","q_item","congenial","responses","survey","response_type"
"4043",76,"gg","1",0,"RL","relscore_c_8_nounique"
"4044",76,"gg","1",0,"RL","relscore_c_10_nounique"
"4045",76,"gg","1",0,"RL","relscore_c_8_nomin"
"4046",76,"gg","1",0,"RL","relscore_c_10_nomin"
"4047",76,"dt","0",0,"RL","relscore_c_8"
"4048",76,"dt","0",0,"RL","relscore_c_10"
"4049",76,"dt","0",0,"RL","relscore_c_8_nounique"
"4050",76,"dt","0",0,"RL","relscore_c_10_nounique"
"4051",76,"dt","0",1,"RL","relscore_c_8_nomin"
"4052",76,"dt","0",1,"RL","relscore_c_10_nomin"
"4053",77,"aca","1",NA,"RL","relscore_c_8"
"4054",77,"aca","1",NA,"RL","relscore_c_10"
"4055",77,"aca","1",NA,"RL","relscore_c_8_nounique"
"4056",77,"aca","1",NA,"RL","relscore_c_10_nounique"
"4057",77,"aca","1",NA,"RL","relscore_c_8_nomin"
"4058",77,"aca","1",NA,"RL","relscore_c_10_nomin"
"4059",77,"aca2","1",NA,"RL","relscore_c_8"
"4060",77,"aca2","1",NA,"RL","relscore_c_10"
"4061",77,"aca2","1",NA,"RL","relscore_c_8_nounique"
"4062",77,"aca2","1",NA,"RL","relscore_c_10_nounique"
"4063",77,"aca2","1",NA,"RL","relscore_c_8_nomin"
"4064",77,"aca2","1",NA,"RL","relscore_c_10_nomin"
"4065",77,"gg","1",NA,"RL","relscore_c_8"
"4066",77,"gg","1",NA,"RL","relscore_c_10"
"4067",77,"gg","1",NA,"RL","relscore_c_8_nounique"
"4068",77,"gg","1",NA,"RL","relscore_c_10_nounique"
"4069",77,"gg","1",NA,"RL","relscore_c_8_nomin"
"4070",77,"gg","1",NA,"RL","relscore_c_10_nomin"
"4071",77,"dt","0",NA,"RL","relscore_c_8"
"4072",77,"dt","0",NA,"RL","relscore_c_10"
"4073",77,"dt","0",NA,"RL","relscore_c_8_nounique"
"4074",77,"dt","0",NA,"RL","relscore_c_10_nounique"
"4075",77,"dt","0",NA,"RL","relscore_c_8_nomin"
"4076",77,"dt","0",NA,"RL","relscore_c_10_nomin"
"4077",78,"aca","1",NA,"RL","relscore_c_8"
"4078",78,"aca","1",NA,"RL","relscore_c_10"
"4079",78,"aca","1",NA,"RL","relscore_c_8_nounique"
"4080",78,"aca","1",NA,"RL","relscore_c_10_nounique"
"4081",78,"aca","1",NA,"RL","relscore_c_8_nomin"
"4082",78,"aca","1",NA,"RL","relscore_c_10_nomin"
"4083",78,"aca2","1",NA,"RL","relscore_c_8"
"4084",78,"aca2","1",NA,"RL","relscore_c_10"
"4085",78,"aca2","1",NA,"RL","relscore_c_8_nounique"
"4086",78,"aca2","1",NA,"RL","relscore_c_10_nounique"
"4087",78,"aca2","1",NA,"RL","relscore_c_8_nomin"
"4088",78,"aca2","1",NA,"RL","relscore_c_10_nomin"
"4089",78,"gg","1",NA,"RL","relscore_c_8"
"4090",78,"gg","1",NA,"RL","relscore_c_10"
"4091",78,"gg","1",NA,"RL","relscore_c_8_nounique"
"4092",78,"gg","1",NA,"RL","relscore_c_10_nounique"
"4093",78,"gg","1",NA,"RL","relscore_c_8_nomin"
"4094",78,"gg","1",NA,"RL","relscore_c_10_nomin"
"4095",78,"dt","0",NA,"RL","relscore_c_8"
"4096",78,"dt","0",NA,"RL","relscore_c_10"
"4097",78,"dt","0",NA,"RL","relscore_c_8_nounique"
"4098",78,"dt","0",NA,"RL","relscore_c_10_nounique"
"4099",78,"dt","0",NA,"RL","relscore_c_8_nomin"
"4100",78,"dt","0",NA,"RL","relscore_c_10_nomin"
"4101",79,"aca","1",0,"RL","relscore_c_8"
"4102",79,"aca","1",0,"RL","relscore_c_10"
"4103",79,"aca","1",0,"RL","relscore_c_8_nounique"
"4104",79,"aca","1",0,"RL","relscore_c_10_nounique"
"4105",79,"aca","1",1,"RL","relscore_c_8_nomin"
"4106",79,"aca","1",1,"RL","relscore_c_10_nomin"
"4107",79,"aca2","1",0,"RL","relscore_c_8"
"4108",79,"aca2","1",0,"RL","relscore_c_10"
"4109",79,"aca2","1",0,"RL","relscore_c_8_nounique"
"4110",79,"aca2","1",0,"RL","relscore_c_10_nounique"
"4111",79,"aca2","1",0,"RL","relscore_c_8_nomin"
"4112",79,"aca2","1",0,"RL","relscore_c_10_nomin"
"4113",79,"gg","1",0,"RL","relscore_c_8"
"4114",79,"gg","1",0,"RL","relscore_c_10"
"4115",79,"gg","1",0,"RL","relscore_c_8_nounique"
"4116",79,"gg","1",0,"RL","relscore_c_10_nounique"
"4117",79,"gg","1",0,"RL","relscore_c_8_nomin"
"4118",79,"gg","1",0,"RL","relscore_c_10_nomin"
"4119",79,"dt","0",0,"RL","relscore_c_8"
"4120",79,"dt","0",0,"RL","relscore_c_10"
"4121",79,"dt","0",1,"RL","relscore_c_8_nounique"
"4122",79,"dt","0",1,"RL","relscore_c_10_nounique"
"4123",79,"dt","0",0,"RL","relscore_c_8_nomin"
"4124",79,"dt","0",0,"RL","relscore_c_10_nomin"
"4125",80,"aca","1",0,"RL","relscore_c_8"
"4126",80,"aca","1",0,"RL","relscore_c_10"
"4127",80,"aca","1",0,"RL","relscore_c_8_nounique"
"4128",80,"aca","1",0,"RL","relscore_c_10_nounique"
"4129",80,"aca","1",0,"RL","relscore_c_8_nomin"
"4130",80,"aca","1",0,"RL","relscore_c_10_nomin"
"4131",80,"aca2","1",0,"RL","relscore_c_8"
"4132",80,"aca2","1",0,"RL","relscore_c_10"
"4133",80,"aca2","1",0,"RL","relscore_c_8_nounique"
"4134",80,"aca2","1",0,"RL","relscore_c_10_nounique"
"4135",80,"aca2","1",0,"RL","relscore_c_8_nomin"
"4136",80,"aca2","1",0,"RL","relscore_c_10_nomin"
"4137",80,"gg","1",0,"RL","relscore_c_8"
"4138",80,"gg","1",0,"RL","relscore_c_10"
"4139",80,"gg","1",0,"RL","relscore_c_8_nounique"
"4140",80,"gg","1",0,"RL","relscore_c_10_nounique"
"4141",80,"gg","1",0,"RL","relscore_c_8_nomin"
"4142",80,"gg","1",0,"RL","relscore_c_10_nomin"
"4143",80,"dt","0",0,"RL","relscore_c_8"
"4144",80,"dt","0",0,"RL","relscore_c_10"
"4145",80,"dt","0",0,"RL","relscore_c_8_nounique"
"4146",80,"dt","0",0,"RL","relscore_c_10_nounique"
"4147",80,"dt","0",0,"RL","relscore_c_8_nomin"
"4148",80,"dt","0",0,"RL","relscore_c_10_nomin"
"4149",81,"aca","1",0,"RL","relscore_c_8"
"4150",81,"aca","1",0,"RL","relscore_c_10"
"4151",81,"aca","1",0,"RL","relscore_c_8_nounique"
"4152",81,"aca","1",0,"RL","relscore_c_10_nounique"
"4153",81,"aca","1",0,"RL","relscore_c_8_nomin"
"4154",81,"aca","1",0,"RL","relscore_c_10_nomin"
"4155",81,"aca2","1",0,"RL","relscore_c_8"
"4156",81,"aca2","1",0,"RL","relscore_c_10"
"4157",81,"aca2","1",0,"RL","relscore_c_8_nounique"
"4158",81,"aca2","1",0,"RL","relscore_c_10_nounique"
"4159",81,"aca2","1",0,"RL","relscore_c_8_nomin"
"4160",81,"aca2","1",0,"RL","relscore_c_10_nomin"
"4161",81,"gg","1",0,"RL","relscore_c_8"
"4162",81,"gg","1",0,"RL","relscore_c_10"
"4163",81,"gg","1",0,"RL","relscore_c_8_nounique"
"4164",81,"gg","1",0,"RL","relscore_c_10_nounique"
"4165",81,"gg","1",0,"RL","relscore_c_8_nomin"
"4166",81,"gg","1",0,"RL","relscore_c_10_nomin"
"4167",81,"dt","0",0,"RL","relscore_c_8"
"4168",81,"dt","0",0,"RL","relscore_c_10"
"4169",81,"dt","0",0,"RL","relscore_c_8_nounique"
"4170",81,"dt","0",0,"RL","relscore_c_10_nounique"
"4171",81,"dt","0",0,"RL","relscore_c_8_nomin"
"4172",81,"dt","0",0,"RL","relscore_c_10_nomin"
"4173",82,"aca","0",NA,"RL","relscore_c_8"
"4174",82,"aca","0",NA,"RL","relscore_c_10"
"4175",82,"aca","0",NA,"RL","relscore_c_8_nounique"
"4176",82,"aca","0",NA,"RL","relscore_c_10_nounique"
"4177",82,"aca","0",NA,"RL","relscore_c_8_nomin"
"4178",82,"aca","0",NA,"RL","relscore_c_10_nomin"
"4179",82,"aca2","0",NA,"RL","relscore_c_8"
"4180",82,"aca2","0",NA,"RL","relscore_c_10"
"4181",82,"aca2","0",NA,"RL","relscore_c_8_nounique"
"4182",82,"aca2","0",NA,"RL","relscore_c_10_nounique"
"4183",82,"aca2","0",NA,"RL","relscore_c_8_nomin"
"4184",82,"aca2","0",NA,"RL","relscore_c_10_nomin"
"4185",82,"gg","0",NA,"RL","relscore_c_8"
"4186",82,"gg","0",NA,"RL","relscore_c_10"
"4187",82,"gg","0",NA,"RL","relscore_c_8_nounique"
"4188",82,"gg","0",NA,"RL","relscore_c_10_nounique"
"4189",82,"gg","0",NA,"RL","relscore_c_8_nomin"
"4190",82,"gg","0",NA,"RL","relscore_c_10_nomin"
"4191",82,"dt","1",NA,"RL","relscore_c_8"
"4192",82,"dt","1",NA,"RL","relscore_c_10"
"4193",82,"dt","1",NA,"RL","relscore_c_8_nounique"
"4194",82,"dt","1",NA,"RL","relscore_c_10_nounique"
"4195",82,"dt","1",NA,"RL","relscore_c_8_nomin"
"4196",82,"dt","1",NA,"RL","relscore_c_10_nomin"
"4197",83,"aca","0",NA,"RL","relscore_c_8"
"4198",83,"aca","0",NA,"RL","relscore_c_10"
"4199",83,"aca","0",NA,"RL","relscore_c_8_nounique"
"4200",83,"aca","0",NA,"RL","relscore_c_10_nounique"
"4201",83,"aca","0",NA,"RL","relscore_c_8_nomin"
"4202",83,"aca","0",NA,"RL","relscore_c_10_nomin"
"4203",83,"aca2","0",NA,"RL","relscore_c_8"
"4204",83,"aca2","0",NA,"RL","relscore_c_10"
"4205",83,"aca2","0",NA,"RL","relscore_c_8_nounique"
"4206",83,"aca2","0",NA,"RL","relscore_c_10_nounique"
"4207",83,"aca2","0",NA,"RL","relscore_c_8_nomin"
"4208",83,"aca2","0",NA,"RL","relscore_c_10_nomin"
"4209",83,"gg","0",NA,"RL","relscore_c_8"
"4210",83,"gg","0",NA,"RL","relscore_c_10"
"4211",83,"gg","0",NA,"RL","relscore_c_8_nounique"
"4212",83,"gg","0",NA,"RL","relscore_c_10_nounique"
"4213",83,"gg","0",NA,"RL","relscore_c_8_nomin"
"4214",83,"gg","0",NA,"RL","relscore_c_10_nomin"
"4215",83,"dt","1",NA,"RL","relscore_c_8"
"4216",83,"dt","1",NA,"RL","relscore_c_10"
"4217",83,"dt","1",NA,"RL","relscore_c_8_nounique"
"4218",83,"dt","1",NA,"RL","relscore_c_10_nounique"
"4219",83,"dt","1",NA,"RL","relscore_c_8_nomin"
"4220",83,"dt","1",NA,"RL","relscore_c_10_nomin"
"4221",84,"aca","0",0,"RL","relscore_c_8"
"4222",84,"aca","0",0,"RL","relscore_c_10"
"4223",84,"aca","0",0,"RL","relscore_c_8_nounique"
"4224",84,"aca","0",0,"RL","relscore_c_10_nounique"
"4225",84,"aca","0",1,"RL","relscore_c_8_nomin"
"4226",84,"aca","0",1,"RL","relscore_c_10_nomin"
"4227",84,"aca2","0",0,"RL","relscore_c_8"
"4228",84,"aca2","0",0,"RL","relscore_c_10"
"4229",84,"aca2","0",0,"RL","relscore_c_8_nounique"
"4230",84,"aca2","0",0,"RL","relscore_c_10_nounique"
"4231",84,"aca2","0",0,"RL","relscore_c_8_nomin"
"4232",84,"aca2","0",0,"RL","relscore_c_10_nomin"
"4233",84,"gg","0",0,"RL","relscore_c_8"
"4234",84,"gg","0",0,"RL","relscore_c_10"
"4235",84,"gg","0",1,"RL","relscore_c_8_nounique"
"4236",84,"gg","0",0,"RL","relscore_c_10_nounique"
"4237",84,"gg","0",0,"RL","relscore_c_8_nomin"
"4238",84,"gg","0",0,"RL","relscore_c_10_nomin"
"4239",84,"dt","1",0,"RL","relscore_c_8"
"4240",84,"dt","1",0,"RL","relscore_c_10"
"4241",84,"dt","1",1,"RL","relscore_c_8_nounique"
"4242",84,"dt","1",0,"RL","relscore_c_10_nounique"
"4243",84,"dt","1",0,"RL","relscore_c_8_nomin"
"4244",84,"dt","1",0,"RL","relscore_c_10_nomin"
"4245",85,"aca","1",0,"RL","relscore_c_8"
"4246",85,"aca","1",0,"RL","relscore_c_10"
"4247",85,"aca","1",0,"RL","relscore_c_8_nounique"
"4248",85,"aca","1",0,"RL","relscore_c_10_nounique"
"4249",85,"aca","1",0,"RL","relscore_c_8_nomin"
"4250",85,"aca","1",0,"RL","relscore_c_10_nomin"
"4251",85,"aca2","1",0,"RL","relscore_c_8"
"4252",85,"aca2","1",0,"RL","relscore_c_10"
"4253",85,"aca2","1",0,"RL","relscore_c_8_nounique"
"4254",85,"aca2","1",0,"RL","relscore_c_10_nounique"
"4255",85,"aca2","1",0,"RL","relscore_c_8_nomin"
"4256",85,"aca2","1",0,"RL","relscore_c_10_nomin"
"4257",85,"gg","1",0,"RL","relscore_c_8"
"4258",85,"gg","1",0,"RL","relscore_c_10"
"4259",85,"gg","1",0,"RL","relscore_c_8_nounique"
"4260",85,"gg","1",0,"RL","relscore_c_10_nounique"
"4261",85,"gg","1",1,"RL","relscore_c_8_nomin"
"4262",85,"gg","1",0,"RL","relscore_c_10_nomin"
"4263",85,"dt","0",0,"RL","relscore_c_8"
"4264",85,"dt","0",0,"RL","relscore_c_10"
"4265",85,"dt","0",0,"RL","relscore_c_8_nounique"
"4266",85,"dt","0",0,"RL","relscore_c_10_nounique"
"4267",85,"dt","0",1,"RL","relscore_c_8_nomin"
"4268",85,"dt","0",0,"RL","relscore_c_10_nomin"
"4269",86,"aca","1",0,"RL","relscore_c_8"
"4270",86,"aca","1",0,"RL","relscore_c_10"
"4271",86,"aca","1",0,"RL","relscore_c_8_nounique"
"4272",86,"aca","1",0,"RL","relscore_c_10_nounique"
"4273",86,"aca","1",0,"RL","relscore_c_8_nomin"
"4274",86,"aca","1",0,"RL","relscore_c_10_nomin"
"4275",86,"aca2","1",0,"RL","relscore_c_8"
"4276",86,"aca2","1",0,"RL","relscore_c_10"
"4277",86,"aca2","1",0,"RL","relscore_c_8_nounique"
"4278",86,"aca2","1",0,"RL","relscore_c_10_nounique"
"4279",86,"aca2","1",0,"RL","relscore_c_8_nomin"
"4280",86,"aca2","1",0,"RL","relscore_c_10_nomin"
"4281",86,"gg","1",0,"RL","relscore_c_8"
"4282",86,"gg","1",0,"RL","relscore_c_10"
"4283",86,"gg","1",0,"RL","relscore_c_8_nounique"
"4284",86,"gg","1",0,"RL","relscore_c_10_nounique"
"4285",86,"gg","1",0,"RL","relscore_c_8_nomin"
"4286",86,"gg","1",0,"RL","relscore_c_10_nomin"
"4287",86,"dt","0",1,"RL","relscore_c_8"
"4288",86,"dt","0",1,"RL","relscore_c_10"
"4289",86,"dt","0",1,"RL","relscore_c_8_nounique"
"4290",86,"dt","0",1,"RL","relscore_c_10_nounique"
"4291",86,"dt","0",1,"RL","relscore_c_8_nomin"
"4292",86,"dt","0",1,"RL","relscore_c_10_nomin"
"4293",87,"aca","0",0,"RL","relscore_c_8"
"4294",87,"aca","0",0,"RL","relscore_c_10"
"4295",87,"aca","0",0,"RL","relscore_c_8_nounique"
"4296",87,"aca","0",0,"RL","relscore_c_10_nounique"
"4297",87,"aca","0",1,"RL","relscore_c_8_nomin"
"4298",87,"aca","0",0,"RL","relscore_c_10_nomin"
"4299",87,"aca2","0",0,"RL","relscore_c_8"
"4300",87,"aca2","0",0,"RL","relscore_c_10"
"4301",87,"aca2","0",0,"RL","relscore_c_8_nounique"
"4302",87,"aca2","0",0,"RL","relscore_c_10_nounique"
"4303",87,"aca2","0",0,"RL","relscore_c_8_nomin"
"4304",87,"aca2","0",0,"RL","relscore_c_10_nomin"
"4305",87,"gg","0",0,"RL","relscore_c_8"
"4306",87,"gg","0",0,"RL","relscore_c_10"
"4307",87,"gg","0",0,"RL","relscore_c_8_nounique"
"4308",87,"gg","0",0,"RL","relscore_c_10_nounique"
"4309",87,"gg","0",0,"RL","relscore_c_8_nomin"
"4310",87,"gg","0",0,"RL","relscore_c_10_nomin"
"4311",87,"dt","1",0,"RL","relscore_c_8"
"4312",87,"dt","1",0,"RL","relscore_c_10"
"4313",87,"dt","1",0,"RL","relscore_c_8_nounique"
"4314",87,"dt","1",0,"RL","relscore_c_10_nounique"
"4315",87,"dt","1",1,"RL","relscore_c_8_nomin"
"4316",87,"dt","1",1,"RL","relscore_c_10_nomin"
"4317",88,"aca","0",NA,"RL","relscore_c_8"
"4318",88,"aca","0",NA,"RL","relscore_c_10"
"4319",88,"aca","0",NA,"RL","relscore_c_8_nounique"
"4320",88,"aca","0",NA,"RL","relscore_c_10_nounique"
"4321",88,"aca","0",NA,"RL","relscore_c_8_nomin"
"4322",88,"aca","0",NA,"RL","relscore_c_10_nomin"
"4323",88,"aca2","0",NA,"RL","relscore_c_8"
"4324",88,"aca2","0",NA,"RL","relscore_c_10"
"4325",88,"aca2","0",NA,"RL","relscore_c_8_nounique"
"4326",88,"aca2","0",NA,"RL","relscore_c_10_nounique"
"4327",88,"aca2","0",NA,"RL","relscore_c_8_nomin"
"4328",88,"aca2","0",NA,"RL","relscore_c_10_nomin"
"4329",88,"gg","0",NA,"RL","relscore_c_8"
"4330",88,"gg","0",NA,"RL","relscore_c_10"
"4331",88,"gg","0",NA,"RL","relscore_c_8_nounique"
"4332",88,"gg","0",NA,"RL","relscore_c_10_nounique"
"4333",88,"gg","0",NA,"RL","relscore_c_8_nomin"
"4334",88,"gg","0",NA,"RL","relscore_c_10_nomin"
"4335",88,"dt","1",NA,"RL","relscore_c_8"
"4336",88,"dt","1",NA,"RL","relscore_c_10"
"4337",88,"dt","1",NA,"RL","relscore_c_8_nounique"
"4338",88,"dt","1",NA,"RL","relscore_c_10_nounique"
"4339",88,"dt","1",NA,"RL","relscore_c_8_nomin"
"4340",88,"dt","1",NA,"RL","relscore_c_10_nomin"
"4341",89,"aca","0",NA,"RL","relscore_c_8"
"4342",89,"aca","0",NA,"RL","relscore_c_10"
"4343",89,"aca","0",NA,"RL","relscore_c_8_nounique"
"4344",89,"aca","0",NA,"RL","relscore_c_10_nounique"
"4345",89,"aca","0",NA,"RL","relscore_c_8_nomin"
"4346",89,"aca","0",NA,"RL","relscore_c_10_nomin"
"4347",89,"aca2","0",NA,"RL","relscore_c_8"
"4348",89,"aca2","0",NA,"RL","relscore_c_10"
"4349",89,"aca2","0",NA,"RL","relscore_c_8_nounique"
"4350",89,"aca2","0",NA,"RL","relscore_c_10_nounique"
"4351",89,"aca2","0",NA,"RL","relscore_c_8_nomin"
"4352",89,"aca2","0",NA,"RL","relscore_c_10_nomin"
"4353",89,"gg","0",NA,"RL","relscore_c_8"
"4354",89,"gg","0",NA,"RL","relscore_c_10"
"4355",89,"gg","0",NA,"RL","relscore_c_8_nounique"
"4356",89,"gg","0",NA,"RL","relscore_c_10_nounique"
"4357",89,"gg","0",NA,"RL","relscore_c_8_nomin"
"4358",89,"gg","0",NA,"RL","relscore_c_10_nomin"
"4359",89,"dt","1",NA,"RL","relscore_c_8"
"4360",89,"dt","1",NA,"RL","relscore_c_10"
"4361",89,"dt","1",NA,"RL","relscore_c_8_nounique"
"4362",89,"dt","1",NA,"RL","relscore_c_10_nounique"
"4363",89,"dt","1",NA,"RL","relscore_c_8_nomin"
"4364",89,"dt","1",NA,"RL","relscore_c_10_nomin"
"4365",90,"aca",NA,NA,"RL","relscore_c_8"
"4366",90,"aca",NA,NA,"RL","relscore_c_10"
"4367",90,"aca",NA,NA,"RL","relscore_c_8_nounique"
"4368",90,"aca",NA,NA,"RL","relscore_c_10_nounique"
"4369",90,"aca",NA,NA,"RL","relscore_c_8_nomin"
"4370",90,"aca",NA,NA,"RL","relscore_c_10_nomin"
"4371",90,"aca2",NA,NA,"RL","relscore_c_8"
"4372",90,"aca2",NA,NA,"RL","relscore_c_10"
"4373",90,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"4374",90,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"4375",90,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"4376",90,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"4377",90,"gg",NA,NA,"RL","relscore_c_8"
"4378",90,"gg",NA,NA,"RL","relscore_c_10"
"4379",90,"gg",NA,NA,"RL","relscore_c_8_nounique"
"4380",90,"gg",NA,NA,"RL","relscore_c_10_nounique"
"4381",90,"gg",NA,NA,"RL","relscore_c_8_nomin"
"4382",90,"gg",NA,NA,"RL","relscore_c_10_nomin"
"4383",90,"dt",NA,NA,"RL","relscore_c_8"
"4384",90,"dt",NA,NA,"RL","relscore_c_10"
"4385",90,"dt",NA,NA,"RL","relscore_c_8_nounique"
"4386",90,"dt",NA,NA,"RL","relscore_c_10_nounique"
"4387",90,"dt",NA,NA,"RL","relscore_c_8_nomin"
"4388",90,"dt",NA,NA,"RL","relscore_c_10_nomin"
"4389",91,"aca",NA,NA,"RL","relscore_c_8"
"4390",91,"aca",NA,NA,"RL","relscore_c_10"
"4391",91,"aca",NA,NA,"RL","relscore_c_8_nounique"
"4392",91,"aca",NA,NA,"RL","relscore_c_10_nounique"
"4393",91,"aca",NA,NA,"RL","relscore_c_8_nomin"
"4394",91,"aca",NA,NA,"RL","relscore_c_10_nomin"
"4395",91,"aca2",NA,NA,"RL","relscore_c_8"
"4396",91,"aca2",NA,NA,"RL","relscore_c_10"
"4397",91,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"4398",91,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"4399",91,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"4400",91,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"4401",91,"gg",NA,NA,"RL","relscore_c_8"
"4402",91,"gg",NA,NA,"RL","relscore_c_10"
"4403",91,"gg",NA,NA,"RL","relscore_c_8_nounique"
"4404",91,"gg",NA,NA,"RL","relscore_c_10_nounique"
"4405",91,"gg",NA,NA,"RL","relscore_c_8_nomin"
"4406",91,"gg",NA,NA,"RL","relscore_c_10_nomin"
"4407",91,"dt",NA,NA,"RL","relscore_c_8"
"4408",91,"dt",NA,NA,"RL","relscore_c_10"
"4409",91,"dt",NA,NA,"RL","relscore_c_8_nounique"
"4410",91,"dt",NA,NA,"RL","relscore_c_10_nounique"
"4411",91,"dt",NA,NA,"RL","relscore_c_8_nomin"
"4412",91,"dt",NA,NA,"RL","relscore_c_10_nomin"
"4413",92,"aca","1",0,"RL","relscore_c_8"
"4414",92,"aca","1",0,"RL","relscore_c_10"
"4415",92,"aca","1",0,"RL","relscore_c_8_nounique"
"4416",92,"aca","1",0,"RL","relscore_c_10_nounique"
"4417",92,"aca","1",0,"RL","relscore_c_8_nomin"
"4418",92,"aca","1",0,"RL","relscore_c_10_nomin"
"4419",92,"aca2","1",0,"RL","relscore_c_8"
"4420",92,"aca2","1",0,"RL","relscore_c_10"
"4421",92,"aca2","1",0,"RL","relscore_c_8_nounique"
"4422",92,"aca2","1",0,"RL","relscore_c_10_nounique"
"4423",92,"aca2","1",0,"RL","relscore_c_8_nomin"
"4424",92,"aca2","1",0,"RL","relscore_c_10_nomin"
"4425",92,"gg","1",0,"RL","relscore_c_8"
"4426",92,"gg","1",0,"RL","relscore_c_10"
"4427",92,"gg","1",0,"RL","relscore_c_8_nounique"
"4428",92,"gg","1",0,"RL","relscore_c_10_nounique"
"4429",92,"gg","1",0,"RL","relscore_c_8_nomin"
"4430",92,"gg","1",0,"RL","relscore_c_10_nomin"
"4431",92,"dt","0",0,"RL","relscore_c_8"
"4432",92,"dt","0",0,"RL","relscore_c_10"
"4433",92,"dt","0",1,"RL","relscore_c_8_nounique"
"4434",92,"dt","0",0,"RL","relscore_c_10_nounique"
"4435",92,"dt","0",0,"RL","relscore_c_8_nomin"
"4436",92,"dt","0",0,"RL","relscore_c_10_nomin"
"4437",93,"aca","1",0,"RL","relscore_c_8"
"4438",93,"aca","1",0,"RL","relscore_c_10"
"4439",93,"aca","1",0,"RL","relscore_c_8_nounique"
"4440",93,"aca","1",0,"RL","relscore_c_10_nounique"
"4441",93,"aca","1",0,"RL","relscore_c_8_nomin"
"4442",93,"aca","1",0,"RL","relscore_c_10_nomin"
"4443",93,"aca2","1",0,"RL","relscore_c_8"
"4444",93,"aca2","1",0,"RL","relscore_c_10"
"4445",93,"aca2","1",0,"RL","relscore_c_8_nounique"
"4446",93,"aca2","1",0,"RL","relscore_c_10_nounique"
"4447",93,"aca2","1",0,"RL","relscore_c_8_nomin"
"4448",93,"aca2","1",0,"RL","relscore_c_10_nomin"
"4449",93,"gg","1",0,"RL","relscore_c_8"
"4450",93,"gg","1",0,"RL","relscore_c_10"
"4451",93,"gg","1",0,"RL","relscore_c_8_nounique"
"4452",93,"gg","1",0,"RL","relscore_c_10_nounique"
"4453",93,"gg","1",0,"RL","relscore_c_8_nomin"
"4454",93,"gg","1",0,"RL","relscore_c_10_nomin"
"4455",93,"dt","0",0,"RL","relscore_c_8"
"4456",93,"dt","0",0,"RL","relscore_c_10"
"4457",93,"dt","0",0,"RL","relscore_c_8_nounique"
"4458",93,"dt","0",0,"RL","relscore_c_10_nounique"
"4459",93,"dt","0",0,"RL","relscore_c_8_nomin"
"4460",93,"dt","0",0,"RL","relscore_c_10_nomin"
"4461",94,"aca",NA,NA,"RL","relscore_c_8"
"4462",94,"aca",NA,NA,"RL","relscore_c_10"
"4463",94,"aca",NA,NA,"RL","relscore_c_8_nounique"
"4464",94,"aca",NA,NA,"RL","relscore_c_10_nounique"
"4465",94,"aca",NA,NA,"RL","relscore_c_8_nomin"
"4466",94,"aca",NA,NA,"RL","relscore_c_10_nomin"
"4467",94,"aca2",NA,NA,"RL","relscore_c_8"
"4468",94,"aca2",NA,NA,"RL","relscore_c_10"
"4469",94,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"4470",94,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"4471",94,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"4472",94,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"4473",94,"gg",NA,NA,"RL","relscore_c_8"
"4474",94,"gg",NA,NA,"RL","relscore_c_10"
"4475",94,"gg",NA,NA,"RL","relscore_c_8_nounique"
"4476",94,"gg",NA,NA,"RL","relscore_c_10_nounique"
"4477",94,"gg",NA,NA,"RL","relscore_c_8_nomin"
"4478",94,"gg",NA,NA,"RL","relscore_c_10_nomin"
"4479",94,"dt",NA,NA,"RL","relscore_c_8"
"4480",94,"dt",NA,NA,"RL","relscore_c_10"
"4481",94,"dt",NA,NA,"RL","relscore_c_8_nounique"
"4482",94,"dt",NA,NA,"RL","relscore_c_10_nounique"
"4483",94,"dt",NA,NA,"RL","relscore_c_8_nomin"
"4484",94,"dt",NA,NA,"RL","relscore_c_10_nomin"
"4485",95,"aca","1",0,"RL","relscore_c_8"
"4486",95,"aca","1",0,"RL","relscore_c_10"
"4487",95,"aca","1",0,"RL","relscore_c_8_nounique"
"4488",95,"aca","1",0,"RL","relscore_c_10_nounique"
"4489",95,"aca","1",0,"RL","relscore_c_8_nomin"
"4490",95,"aca","1",0,"RL","relscore_c_10_nomin"
"4491",95,"aca2","1",1,"RL","relscore_c_8"
"4492",95,"aca2","1",0,"RL","relscore_c_10"
"4493",95,"aca2","1",1,"RL","relscore_c_8_nounique"
"4494",95,"aca2","1",0,"RL","relscore_c_10_nounique"
"4495",95,"aca2","1",1,"RL","relscore_c_8_nomin"
"4496",95,"aca2","1",0,"RL","relscore_c_10_nomin"
"4497",95,"gg","1",0,"RL","relscore_c_8"
"4498",95,"gg","1",0,"RL","relscore_c_10"
"4499",95,"gg","1",1,"RL","relscore_c_8_nounique"
